GeneID,Symbol,Chromosomes,GRCh38_start,GRCh38_stop
25875,LETMD1,12,51048220,51068958
25876,SPEF1,20,3777504,3781448
25878,MXRA5,X,3308565,3346652
25879,DCAF13,8,103415386,103443453
25880,TMEM186,16,8795180,8797639
25884,CHRDL2,11,74696429,74731426
25885,POLR1A,2,86020216,86105886
25886,POC1A,3,52075226,52154423
25888,ZNF473,19,50026005,50048776
25890,ABI3BP,3,100749156,100993421
25891,PAMR1,11,35431827,35530300
25893,TRIM58,1,247857187,247880138
25894,PLEKHG4,16,67277580,67289480
25895,EEF1AKMT3,12,57772614,57782541
25896,INTS7,1,211940403,212035557
25897,RNF19A,8,100257067,100336204
25898,RCHY1,4,75479033,75514715
25900,IFFO1,12,6538961,6556042
25901,CCDC28A,6,138773769,138793319
25902,MTHFD1L,6,150865702,151101887
25903,OLFML2B,1,161983192,162023869
25904,CNOT10,3,32685188,32773875
25906,ANAPC15,11,72106372,72112780
25907,TMEM158,3,45224466,45226287
25909,AHCTF1,1,246839098,246931948
25911,DPCD,10,101588321,101609662
25912,C1orf43,1,154206720,154220590
25913,POT1,7,124822386,124929825
25914,RTTN,18,70003031,70205687
25915,NDUFAF3,3,49020452,49023495
25917,THUMPD3,3,9363054,9386791
25920,NELFB,9,137255327,137273542
25921,ZDHHC5,11,57668114,57701182
25923,ATL3,11,63624087,63671974
25924,MYRIP,3,39808914,40260321
25925,ZNF521,18,25061924,25352166
25926,NOL11,17,67717936,67744531
25927,CNRIP1,2,68284171,68319949
25928,SOSTDC1,7,16461481,16465738
25929,GEMIN5,5,154887411,154938211
25930,PTPN23,3,47381021,47413435
25932,CLIC4,1,24745447,24844321
25934,NIPSNAP3A,9,104747683,104760120
25936,NSL1,1,212726153,212791777
25937,WWTR1,3,149517235,149724788
25938,HEATR5A,14,31291788,31420550
25939,SAMHD1,20,36889773,36951708
25940,FAM98A,2,33583660,33599299
25941,TPGS2,18,36780024,36829002
25942,SIN3A,15,75369379,75455815
25943,DNAAF9,20,3249306,3407669
25945,NECTIN3,3,111071816,111194170
25946,ZNF385A,12,54369136,54391298
25948,KBTBD2,7,32868172,32892166
25949,SYF2,1,25222276,25232502
25950,RWDD3,1,95234155,95247225
25953,PNKD,2,218270519,218346793
25956,SEC31B,10,100486647,100519861
25957,PNISR,6,99398050,99425308
25959,KANK2,19,11164270,11197865
25960,ADGRA2,8,37796883,37844896
25961,NUDT13,10,73110455,73131823
25962,VIRMA,8,94487689,94553469
25963,TMEM87A,15,42210447,42273584
25966,C2CD2,21,41885112,41954018
25970,SH2B1,16,28846606,28874205
25972,UNC50,2,98608589,98618515
25973,PARS2,1,54756898,54764523
25974,MMACHC,1,45500300,45513382
25975,EGFL6,X,13569601,13633575
25976,TIPARP,3,156674590,156706770
25977,NECAP1,12,8082274,8097881
25978,CHMP2B,3,87227309,87255556
25979,DHRS7B,17,21126964,21191420
25980,AAR2,20,36236478,36256933
25981,DNAH1,3,52310920,52400492
25983,NGDN,14,23469703,23478826
25984,KRT23,17,40922700,40937646
25987,TSKU,11,76782280,76798144
25988,HINFP,11,119121580,119136059
25989,ULK3,15,74836118,74843156
25992,SNED1,2,240997650,241095568
25994,HIGD1A,3,42782908,42804490
25996,REXO2,11,114439467,114450279
25998,IBTK,6,82169987,82247744
25999,CLIP3,19,36014660,36032873
26000,TBC1D10B,16,30357102,30370494
26001,RNF167,17,4940092,4945222
26002,MOXD1,6,132296055,132401475
26003,GORASP2,2,170928477,170967130
26005,C2CD3,11,74012718,74171002
26007,TKFC,11,61333228,61353426
26009,ZZZ3,1,77562416,77683398
26010,SPATS2L,2,200305879,200482264
26011,TENM4,11,78652829,79441030
26012,NSMF,9,137447570,137459334
26013,L3MBTL1,20,43507697,43550954
26015,RPAP1,15,41517176,41544257
26017,FAM32A,19,16185410,16192046
26018,LRIG1,3,66378797,66501121
26019,UPF2,10,11920022,12043170
26020,LRP10,14,22871740,22881713
26022,TMEM98,17,32928153,32944315
26024,PTCD1,7,99416739,99438798
26025,PCDHGA12,5,141430507,141512975
26027,ACOT11,1,54548228,54639192
26030,PLEKHG3,14,64704424,64750249
26031,OSBPL3,7,24796537,24981845
26032,SUSD5,3,33150043,33218810
26033,ATRNL1,10,115093365,115948999
26034,IPCEF1,6,154154496,154356803
26035,GLCE,15,69160635,69272207
26036,ZNF451,6,57090188,57170305
26037,SIPA1L1,14,71320476,71741209
26038,CHD5,1,6101787,6180321
26039,SS18L1,20,62143769,62182514
26040,SETBP1,18,44680073,45068510
26043,UBXN7,3,196347662,196432427
26045,LRRTM2,5,138868921,138875335
26046,LTN1,21,28928144,28992877
26047,CNTNAP2,7,146116801,148420998
26048,ZNF500,16,4744245,4767162
26049,FAM169A,5,74777574,74866966
26050,SLITRK5,13,87671371,87679616
26051,PPP1R16B,20,38805697,38923024
26052,DNM3,1,171841498,172418466
26053,AUTS2,7,69598475,70793506
26054,SENP6,6,75601880,75718281
26056,RAB11FIP5,2,73073382,73112948
26057,ANKRD17,4,73073376,73258798
26058,GIGYF2,2,232697331,232860605
26059,ERC2,3,55508311,56468467
26060,APPL1,3,57227729,57273471
26061,HACL1,3,15560699,15601569
26063,DECR2,16,401885,412482
26064,RAI14,5,34656328,34832612
26065,LSM14A,19,34172504,34229288
26071,RTL8A,X,135050932,135052135
26073,POLDIP2,17,28346633,28357527
26074,CFAP61,20,20052532,20360698
26084,ARHGEF26,3,154121003,154257825
26085,KLK13,19,51055626,51065679
26086,GPSM1,9,136327539,136359601
26088,GGA1,22,37608834,37633564
26090,ABHD12,20,25294743,25390835
26091,HERC4,10,67921905,68075283
26092,TOR1AIP1,1,179882285,179920076
26093,CCDC9,19,47256525,47275723
26094,DCAF4,14,72926464,72962098
26095,PTPN20,10,46911428,47003653
26097,CHTOP,1,153634066,153646306
26098,EDRF1,10,125719709,125764139
26099,SZRD1,1,16367242,16398145
26100,WIPI2,7,5190233,5233855
26103,LRIT1,10,84231520,84241546
26108,PYGO1,15,55538884,55588971
26112,CCDC69,5,151181052,151224092
26115,TANC2,17,62966235,63427703
26118,WSB1,17,27294114,27315926
26119,LDLRAP1,1,25543606,25590400
26121,PRPF31,19,54115754,54131713
26122,EPC2,2,148644751,148787569
26123,TCTN3,10,95663401,95693927
26127,FGFR1OP2,12,26938470,26966648
26128,KIFBP,10,68988803,69016982
26130,GAPVD1,9,125261826,125367207
26133,TRPC4AP,20,35002404,35092807
26135,SERBP1,1,67407810,67430402
26136,TES,7,116210539,116258783
26137,ZBTB20,3,114314500,115147288
26140,TTLL3,3,9809727,9836365
26145,IRF2BP1,19,45883608,45886141
26146,TRAF3IP1,2,238320518,238400900
26147,PHF19,9,120855651,120904128
26149,ZNF658,9,66900725,66932141
26150,RIBC2,22,45413693,45432509
26151,NAT9,17,74770529,74776345
26152,ZNF337,20,25673195,25696853
26153,KIF26A,14,104138587,104180894
26154,ABCA12,2,214931542,215138626
26155,NOC2L,1,944203,959256
26156,RSL1D1,16,11833850,11851542
26157,GIMAP2,7,150685706,150693641
26160,IFT172,2,27444377,27489743
26164,MTG2,20,62183028,62203568
26165,SPATA31A7,9,61190036,61196280
26166,RGS22,8,99960936,100106049
26167,PCDHB5,5,141135206,141138615
26168,SENP3,17,7561919,7571969
26173,INTS1,7,1470277,1504389
26175,LYSET,14,93184974,93188463
26188,OR1C1,1,247754846,247760556
26189,OR1A2,17,3197519,3198448
26190,FBXW2,9,120756974,120793416
26191,PTPN22,1,113813811,113871759
26205,GMEB2,20,63587605,63627101
26206,SPAG8,9,35807785,35812262
26207,PITPNC1,17,67377281,67697256
26211,OR2F1,7,143954844,143964360
26212,OR2B6,6,27957241,27958182
26219,OR1J4,9,122519141,122520082
26224,FBXL3,13,77005260,77027159
26225,ARL5A,2,151798797,151828421
26227,PHGDH,1,119711934,119744215
26228,STAP1,4,67558727,67607337
26229,B3GAT3,11,62615296,62621986
26230,TIAM2,6,154995315,155257723
26232,FBXO2,1,11648387,11654429
26233,FBXL6,8,144355431,144358472
26234,FBXL5,4,15604381,15681569
26235,FBXL4,6,98868535,98947946
26239,LCE2B,1,152686123,152687397
26240,FAM50B,6,3831894,3851317
26245,OR2M4,1,248231417,248244679
26246,OR2L2,1,248030070,248042305
26248,OR2K2,9,111327229,111330224
26249,KLHL3,5,137617500,137736089
26251,KCNG2,18,79797938,79900100
26253,CLEC4E,12,8533305,8540905
26254,OPTC,1,203494153,203508949
26256,CABYR,18,24139062,24161600
26257,NKX2-8,14,36580004,36582614
26258,BLOC1S6,15,45587123,45609716
26259,FBXW8,12,116910950,117031148
26260,FBXO25,8,406958,477967
26261,FBXO24,7,100586328,100601117
26262,TSPAN17,5,176647484,176659051
26263,FBXO22,15,75903878,75942511
26266,SLC13A4,7,135681231,135728186
26267,FBXO10,9,37510892,37576380
26268,FBXO9,6,53057802,53100873
26269,FBXO8,4,174236658,174283667
26270,FBXO6,1,11664200,11674354
26271,FBXO5,6,152970535,152983579
26272,FBXO4,5,41925281,42040404
26273,FBXO3,11,33740944,33774520
26275,HIBCH,2,190189735,190319826
26276,VPS33B,15,90998416,91022621
26277,TINF2,14,24239640,24242674
26278,SACS,13,23328830,23433702
26279,PLA2G2D,1,20111939,20119536
26280,IL1RAPL2,X,104566199,105767829
26281,FGF20,8,16992181,17002345
26284,ERAL1,17,28855016,28861061
26285,CLDN17,21,30165565,30166805
26286,ARFGAP3,22,42796502,42857273
26287,ANKRD2,10,97572441,97583884
26289,AK5,1,77282019,77559966
26290,GALNT8,12,4720400,4772726
26291,FGF21,19,48755524,48758330
26292,MYCBP,1,38862490,38873378
26297,SERGEF,11,17788048,18013047
26298,EHF,11,34621093,34663288
26301,GBGT1,9,133152948,133163914
26330,GAPDHS,19,35533456,35545319
26333,OR7A17,19,14878203,14886132
26338,OR5L2,11,55827219,55828154
26339,OR5K1,3,98463201,98472924
26341,OR5H1,3,98130721,98138548
26353,HSPB8,12,119178931,119194746
26354,GNL3,3,52685920,52694497
26355,FAM162A,3,122384182,122412334
26468,LHX6,9,122202582,122228957
26469,PTPN18,2,130356056,130375405
26470,SEZ6L2,16,29871159,29899550
26471,NUPR1,16,28532708,28538974
26472,PPP1R14B,11,64244479,64246943
26476,OR10J1,1,159397465,159440967
26493,OR8B8,11,124437445,124445696
26494,OR8G1,11,124241095,124254364
26496,OR10A3,11,7937171,7941708
26497,OR10D3,11,124183345,124188780
26499,PLEK2,14,67386984,67412165
26502,NARF,17,82458198,82490537
26503,SLC17A5,6,73593379,73653992
26504,CNNM4,2,96760902,96811874
26505,CNNM3,2,96816268,96837466
26507,CNNM1,10,99329356,99394330
26508,HEYL,1,39623435,39639643
26509,MYOF,10,93306429,93482334
26511,CHIC2,4,54009789,54091879
26512,INTS6,13,51334405,51453036
26515,TIMM10B,11,6481501,6484681
26517,TIMM13,19,2425625,2427586
26519,TIMM10,11,57528464,57530754
26520,TIMM9,14,58408494,58427531
26521,TIMM8B,11,112084800,112086756
26523,AGO1,1,35869761,35930532
26524,LATS2,13,20973036,21061586
26525,IL36RN,2,113058638,113064744
26526,TSPAN16,19,11296160,11326996
26528,DAZAP1,19,1407586,1435684
26529,OR12D2,6,29395631,29398008
26530,OR12D1,6,29417065,29418396
26531,OR11A1,6,29425504,29457071
26532,OR10H3,19,15737985,15742343
26533,OR10G3,14,21568520,21580076
26534,OR10G2,14,21633836,21634940
26538,OR10H2,19,15728024,15729052
26539,OR10H1,19,15804549,15815664
26548,ITGB1BP2,X,71301750,71305371
26574,AATF,17,36948954,37056871
26575,RGS17,6,153004459,153131282
26576,SRPK3,X,153781041,153785730
26577,PCOLCE2,3,142817874,142889083
26578,OSTF1,9,75088514,75147265
26579,MYEOV,11,69294155,69297287
26580,BSCL2,11,62690262,62709537
26585,GREM1,15,32718004,32745106
26586,CKAP2,13,52455478,52476627
26589,MRPL46,15,88459478,88467388
26595,OR8B2,11,124382394,124397320
26608,TBL2,7,73567537,73578579
26609,VCX,X,7842262,7844143
26610,ELP4,11,31509767,31790324
26648,OR7E24,19,9206488,9252625
26658,OR7C2,19,14941489,14942448
26659,OR7A5,19,14826241,14835185
26664,OR7C1,19,14798515,14835185
26683,OR4F3,5,181342142,181370030
26686,OR4E2,14,21653835,21667642
26687,OR4E1,14,21667886,21673818
26689,OR4D1,17,58148384,58159585
26692,OR2W1,6,29044213,29045175
26693,OR2V1,5,181123122,181131169
26696,OR2T1,1,248403048,248408020
26707,OR2J2,6,29170907,29175811
26716,OR2H1,6,29457155,29464328
26735,OR1L3,9,122675130,122676104
26737,OR1L1,9,122661716,122662648
26740,OR1J2,9,122447433,122580427
26747,NUFIP1,13,44939249,44989471
26750,RPS6KC1,1,213051241,213862735
26751,SH3YL1,2,218136,264824
26762,HAVCR1,5,157029413,157069407
26872,STEAP1,7,90154469,90164827
26873,OPLAH,8,144050322,144063961
26952,SMR3A,4,70360760,70367158
26953,RANBP6,9,6011025,6015624
26958,COPG2,7,130506238,130668748
26959,HBP1,7,107169003,107202522
26960,NBEA,13,34942270,35672736
26973,CHORDC1,11,90200429,90223049
26974,ZNF285,19,44382298,44401608
26984,SEC22A,3,123201943,123274136
26985,AP3M1,10,74120255,74150828
26986,PABPC1,8,100702916,100722088
26993,AKAP8L,19,15380050,15418988
26994,RNF11,1,51236273,51273447
26995,TRUB2,9,128305159,128322447
26996,GPR160,3,170037995,170085392
26998,FETUB,3,186635969,186653141
26999,CYFIP2,5,157266123,157395594
27000,DNAJC2,7,103312289,103344767
27005,USP21,1,161159500,161165723
27006,FGF22,19,639879,644373
27010,TPK1,7,144451941,144836437
27012,KCNV1,8,109963636,109975771
27013,CNPPD1,2,219171897,219178156
27018,BEX3,X,103376323,103378164
27019,DNAI1,9,34458805,34520984
27020,NPTN,15,73560014,73633389
27022,FOXD3,1,63322567,63325128
27023,FOXB1,15,60004311,60007444
27030,MLH3,14,75013775,75051467
27031,NPHP3,3,132680609,132722409
27032,ATP2C1,3,130850595,131016712
27033,ZBTB32,19,35704558,35717038
27034,ACAD8,11,134253568,134265855
27035,NOX1,X,100843324,100874359
27036,SIGLEC7,19,51142301,51153526
27037,TRMT2A,22,20111875,20117226
27039,PKD2L2,5,137889457,137942747
27040,LAT,16,28984803,28990784
27042,UTP25,1,209827972,209857565
27043,PELP1,17,4669774,4704137
27044,SND1,7,127652194,128092593
27063,ANKRD1,10,90912096,90921087
27065,NSG1,4,4386532,4419058
27067,STAU2,8,73420369,73747480
27068,PPA2,4,105369077,105474070
27069,GHITM,10,84139509,84153568
27071,DAPP1,4,99816827,99872333
27072,VPS41,7,38722974,38909191
27074,LAMP3,3,183122215,183163813
27075,TSPAN13,7,16753755,16784536
27076,LYPD3,19,43460787,43465608
27077,B9D1,17,19334695,19377913
27079,RPUSD2,15,40569299,40574949
27085,MTBP,8,120445419,120523636
27086,FOXP1,3,70954708,71583978
27087,B3GAT1,11,134378504,134412242
27089,UQCRQ,5,132866642,132868847
27090,ST6GALNAC4,9,127907886,127917041
27091,CACNG5,17,66835117,66894751
27092,CACNG4,17,66964707,67033398
27094,KCNMB3,3,179239703,179267050
27095,TRAPPC3,1,36136572,36156053
27097,TAF5L,1,229593134,229626122
27098,CLUL1,18,596988,650182
27101,CACYBP,1,174999435,175012027
27102,EIF2AK1,7,6022247,6059175
27106,ARRDC2,19,18001124,18014102
27107,ZBTB11,3,101648889,101677132
27109,DMAC2L,14,50311516,50327957
27111,SDCBP2,20,1309909,1329139
27112,NALF2,X,69504326,69532508
27113,BBC3,19,47220824,47232860
27115,PDE7B,6,135851701,136195574
27120,DKKL1,19,49360515,49375116
27121,DKK4,8,42374063,42391322
27122,DKK3,11,11963036,12009745
27123,DKK2,4,106921802,107036313
27124,INPP5J,22,31122923,31134697
27125,AFF4,5,132875395,132963634
27127,SMC1B,22,45344063,45413599
27128,CYTH4,22,37282508,37315341
27129,HSPB7,1,16014029,16019594
27130,INVS,9,100099243,100302175
27131,SNX5,20,17941600,17968794
27132,CPNE7,16,89575758,89597246
27133,KCNH5,14,62699464,63045458
27134,TJP3,19,3708384,3750813
27136,MORC1,3,108958248,109118134
27141,CIDEB,14,24305187,24311435
27143,PALD1,10,70458485,70568450
27145,FILIP1,6,75291859,75493800
27146,FAM184B,4,17629306,17781621
27147,DENND2A,7,140518419,140641460
27148,STK36,2,218672086,218702717
27151,CPAMD8,19,16892951,17026810
27152,INTU,4,127622953,127726737
27153,ZNF777,7,149431363,149461062
27154,BRPF3,6,36196744,36232790
27156,RSPH14,22,23059415,23180729
27158,NDOR1,9,137205700,137219361
27159,CHIA,1,111290851,111320563
27161,AGO2,8,140520156,140642313
27163,NAAA,4,75910655,75941013
27164,SALL3,18,78979818,78998969
27165,GLS2,12,56470952,56488161
27166,PRELID1,5,177303799,177306949
27173,SLC39A1,1,153959110,153968184
27175,TUBG2,17,42659284,42667006
27177,IL36B,2,113022089,113052867
27178,IL37,2,112911165,112918882
27179,IL36A,2,113005459,113011072
27180,SIGLEC9,19,51119778,51136263
27181,SIGLEC8,19,51450997,51458454
27183,VPS4A,16,69311350,69326939
27185,DISC1,1,231626790,232041272
27189,IL17C,16,88638572,88640468
27190,IL17B,5,149374267,149404202
27197,GPR82,X,41724181,41730130
27198,HCAR1,12,122726076,122730844
27199,OXGR1,13,96985713,96994730
27201,GPR78,4,8580392,8590023
27202,C5AR2,19,47332175,47347329
27229,TUBGCP4,15,43371101,43409771
27230,SERP1,3,150541998,150546496
27231,NMRK2,19,3933069,3942416
27232,GNMT,6,42960754,42963880
27233,SULT1C4,2,108377954,108388989
27235,COQ2,4,83263824,83285134
27236,ARFIP1,4,152779954,152912357
27237,ARHGEF16,1,3454665,3481113
27238,GPKOW,X,49113407,49123735
27239,GPR162,12,6821821,6827421
27240,SIT1,9,35649295,35650931
27241,BBS9,7,33129285,33635767
27242,TNFRSF21,6,47231532,47309905
27243,CHMP2A,19,58551566,58555105
27244,SESN1,6,108984309,109094846
27245,AHDC1,1,27534245,27604227
27246,RNF115,1,145738868,145824095
27247,NFU1,2,69395750,69439567
27248,ERLEC1,2,53787044,53818796
27249,MMADHC,2,149569637,149587775
27250,PDCD4,10,110871928,110900006
27252,KLHL20,1,173714981,173786692
27253,PCDH17,13,57630108,57729311
27254,CSDC2,22,41561010,41576666
27255,CNTN6,3,1093024,1404217
27257,LSM1,8,38163321,38176730
27258,LSM3,3,14178817,14201122
27283,TINAG,6,54307862,54390142
27284,SULT1B1,4,69721167,69760620
27285,TEKT2,1,36084094,36088275
27286,SRPX2,X,100644199,100675788
27287,VENTX,10,133237855,133241928
27288,RBMXL2,11,7088998,7091148
27289,RND1,12,48857145,48865870
27290,SPINK4,9,33240167,33248567
27291,R3HCC1L,10,98134657,98244897
27292,DIMT1,5,62387254,62403905
27293,SMPDL3B,1,27935000,27959152
27294,DHDH,19,48932795,48944969
27295,PDLIM3,4,185500660,185535507
27296,TP53TG5,20,45372557,45378325
27297,CRCP,7,66114818,66154568
27299,ADAMDEC1,8,24384285,24406013
27300,ZNF544,19,58228914,58277455
27301,APEX2,X,55000363,55009057
27302,BMP10,2,68860909,68871397
27303,RBMS3,3,29281071,30010395
27304,MOCS3,20,50958818,50963929
27306,HPGDS,4,94298535,94342836
27309,ZNF330,4,141220535,141234697
27314,RAB30,11,82973133,83071897
27315,PGAP2,11,3797724,3826371
27316,RBMX,X,136869192,136880725
27319,BHLHE22,8,64580365,64583627
27324,TOX3,16,52436416,52547802
27327,TNRC6A,16,24610205,24826218
27328,PCDH11X,X,91779375,92623230
27329,ANGPTL3,1,62597520,62606313
27330,RPS6KA6,X,84058346,84188499
27332,ZNF638,2,71331782,71435061
27333,GOLIM4,3,168008689,168095924
27334,P2RY10,X,78945391,78963727
27335,EIF3K,19,38619188,38636954
27336,HTATSF1,X,136497229,136512346
27338,UBE2S,19,55399745,55407788
27339,PRPF19,11,60890547,60906585
27340,UTP20,12,101280105,101386618
27341,RRP7A,22,42508344,42519796
27342,RABGEF1,7,66654567,66811464
27343,POLL,10,101578882,101588270
27344,PCSK1N,X,48831096,48835610
27345,KCNMB4,12,70366290,70434292
27346,TMEM97,17,28319200,28328685
27347,STK39,2,167954022,168247595
27348,TOR1B,9,129803184,129811281
27349,MCAT,22,43132206,43143398
27350,APOBEC3C,22,39014257,39020352
27351,DESI1,22,41598028,41621043
27352,SGSM3,22,40370594,40410289
27429,HTRA2,2,74529405,74533556
27430,MAT2B,5,163503064,163519354
27433,TOR2A,9,127731524,127735294
27434,POLM,7,44072062,44082530
27436,EML4,2,42169353,42332548
27439,TMEM121B,22,17116297,17121360
27440,HDHD5,22,17137520,17165287
27443,CECR2,22,17359949,17558151
27445,PCLO,7,82754012,83162884
28227,PPP2R3B,"X,Y",333933,386907
28227,PPP2R3B,"X,Y",333933,386907
28231,SLCO4A1,20,62642503,62690740
28232,SLCO3A1,15,91853708,92172435
28234,SLCO1B3,12,20810705,20916911
28316,CDH20,18,61333430,61555779
28511,NKIRAS2,17,42017576,42025641
28512,NKIRAS1,3,23889951,23946562
28513,CDH19,18,66501083,66604090
28514,DLL1,6,170282206,170291078
28951,TRIB2,2,12716936,12742734
28952,CCDC22,X,49235470,49250520
28954,REM1,20,31475288,31484895
28955,DEXI,16,10928891,10942468
28956,LAMTOR2,1,156054782,156058506
28957,MRPS28,8,79918717,80030259
28958,COA3,17,42797625,42798704
28959,TMEM176B,7,150791301,150801360
28960,DCPS,11,126304060,126350005
28962,OSTM1,6,108041409,108074741
28964,GIT1,17,29573475,29589648
28965,SLC27A6,5,128965488,129033635
28966,SNX24,5,122845613,123029318
28968,SLC6A16,19,49289638,49340330
28969,BZW2,7,16646181,16706517
28970,C11orf54,11,93741672,93764749
28971,AAMDC,11,77821144,77906024
28972,SPCS1,3,52706106,52711148
28973,MRPS18B,6,30617840,30626392
28974,C19orf53,19,13774456,13778773
28976,ACAD9,3,128879620,128913114
28977,MRPL42,12,93467514,93516214
28978,TMEM14A,6,52671113,52686588
28981,IFT81,12,110124357,110218793
28982,FLVCR1,1,212858275,212899363
28983,TMPRSS11E,4,68447463,68497604
28984,RGCC,13,41457550,41470871
28985,MCTS1,X,120604101,120621159
28986,MAGEH1,X,55452127,55453566
28987,NOB1,16,69741871,69754926
28988,DBNL,7,44044702,44069456
28989,NTMT1,9,129608872,129636135
28990,ASTE1,3,131013875,131026825
28991,COMMD5,8,144837978,144853556
28992,MACROD1,11,63998558,64166113
28996,HIPK2,7,139561570,139777998
28998,MRPL13,8,120395437,120445150
28999,KLF15,3,126288125,126357408
29015,SLC43A3,11,57406954,57427580
29028,ATAD2,8,123319850,123416350
29035,HAPSTR1,16,9091644,9121635
29057,FAM156A,X,52947254,52995472
29058,TMEM230,20,5059116,5113076
29062,WDR91,7,135183839,135211526
29063,ZCCHC4,4,25312774,25370383
29066,ZC3H7A,16,11750597,11797258
29068,ZBTB44,11,130226677,130314917
29070,CCDC113,16,58197015,58283836
29071,C1GALT1C1,X,120625674,120630054
29072,SETD2,3,47016436,47164840
29074,MRPL18,6,159789812,159798429
29078,NDUFAF4,6,96889315,96897891
29079,MED4,13,48075724,48095104
29080,CCDC59,12,82352303,82358805
29081,METTL5,2,169811757,169824905
29082,CHMP4A,14,24209615,24213488
29083,GTPBP8,3,112990984,113001969
29085,PHPT1,9,136849409,136851024
29086,BABAM1,19,17267443,17279337
29087,THYN1,11,134248282,134253352
29088,MRPL15,8,54135241,54148514
29089,UBE2T,1,202331657,202341936
29090,TIMM21,18,74148523,74160531
29091,STXBP6,14,24809454,25050147
29093,MRPL22,5,154941073,154969411
29094,LGALSL,2,64454162,64461381
29095,ORMDL2,12,55818041,55821879
29097,CNIH4,1,224356803,224379452
29098,RANGRF,17,8288670,8290087
29099,COMMD9,11,36272292,36289424
29100,TMEM208,16,67227130,67229278
29101,SSU72,1,1541673,1574863
29102,DROSHA,5,31400494,31532093
29103,DNAJC15,13,43023586,43114213
29104,N6AMT1,21,28575598,28885367
29105,CFAP20,16,58113592,58129381
29106,SCG3,15,51681503,51721026
29107,NXT1,20,23350791,23354771
29108,PYCARD,16,31201486,31202760
29109,FHOD1,16,67229389,67247481
29110,TBK1,12,64452120,64502114
29113,C6orf15,6,31111223,31112575
29114,TAGLN3,3,111998922,112013885
29115,SAP30BP,17,75667338,75708059
29116,MYLIP,6,16129086,16163887
29117,BRD7,16,50315957,50368988
29118,DDX25,11,125903328,125928843
29119,CTNNA3,10,65912523,67763594
29121,CLEC2D,12,9669713,9699553
29122,PRSS50,3,46712117,46717869
29123,ANKRD11,16,89267630,89490561
29124,LGALS13,19,39602524,39607474
29125,C11orf21,11,2295628,2303140
29126,CD274,9,5450542,5470554
29127,RACGAP1,12,49989162,50033440
29128,UHRF1,19,4903080,4962154
29760,BLNK,10,96189171,96271569
29761,USP25,21,15729982,15880064
29763,PACSIN3,11,47177522,47186434
29765,TMOD4,1,151169987,151175981
29766,TMOD3,15,51829653,51915725
29767,TMOD2,15,51751597,51816363
29775,CARD10,22,37490362,37519415
29777,ABT1,6,26596953,26600739
29780,PARVB,22,43999211,44172939
29781,NCAPH2,22,50508224,50524780
29785,CYP2S1,19,41193219,41207539
29789,OLA1,2,174072447,174248532
29796,UQCR10,22,29767369,29770413
29799,YPEL1,22,21697536,21735794
29800,ZDHHC1,16,67394152,67416477
29801,ZDHHC8,22,20131804,20148007
29802,VPREB3,22,23752743,23754425
29803,REPIN1,7,150368096,150374039
29841,GRHL1,2,9951693,10002277
29842,TFCP2L1,2,121216587,121285202
29843,SENP1,12,48042897,48106079
29844,TFPT,19,54107020,54115657
29850,TRPM5,11,2403991,2444514
29851,ICOS,2,203936763,203961577
29855,UBN1,16,4847481,4882401
29880,ALG5,13,36949738,36999367
29881,NPC1L1,7,44512535,44541330
29882,ANAPC2,9,137174784,137188560
29883,CNOT7,8,17224966,17246857
29886,SNX8,7,2251770,2354497
29887,SNX10,7,26291862,26374383
29888,STRN4,19,46719511,46746450
29889,GNL2,1,37566816,37595937
29890,RBM15B,3,51391285,51397908
29893,PSMC3IP,17,42572310,42577831
29894,CPSF1,8,144393231,144409335
29895,MYL11,16,30370934,30377991
29896,TRA2A,7,23504780,23531981
29899,GPSM2,1,108876985,108934545
29901,SAC3D1,11,65040933,65044828
29902,FAM216A,12,110468427,110490385
29903,CCDC106,19,55647400,55653161
29904,EEF2K,16,22206278,22288738
29906,ST8SIA5,18,46667821,46757053
29907,SNX15,11,65027439,65040572
29909,GPR171,3,151197754,151203216
29911,HOOK2,19,12763003,12792350
29914,UBIAD1,1,11273198,11299574
29915,HCFC2,12,104064531,104106524
29916,SNX11,17,48107523,48123601
29919,RMC1,18,23503470,23531822
29920,PYCR2,1,225919878,225924250
29922,NME7,1,169132531,169367797
29923,HILPDA,7,128455878,128458418
29924,EPN1,19,55675226,55709533
29925,GMPPB,3,49719916,49723951
29926,GMPPA,2,219498891,219506989
29927,SEC61A1,3,128051641,128071683
29928,TIMM22,17,997129,1003671
29929,ALG6,1,63367627,63438553
29930,PCDHB1,5,141051374,141059346
29933,GPR132,14,105049395,105065430
29934,SNX12,X,71059247,71073426
29935,RPA4,X,96883908,96885467
29937,NENF,1,212432920,212446379
29940,DSE,6,116254171,116444861
29941,PKN3,9,128702503,128720916
29942,PURG,8,30995802,31033356
29943,PADI1,1,17205128,17246007
29944,PNMA3,X,153056470,153060462
29945,ANAPC4,4,25377263,25418498
29946,SERTAD3,19,40440844,40444335
29947,DNMT3L,21,44246339,44261897
29948,OSGIN1,16,83953240,83966332
29949,IL19,1,206770773,206842981
29950,SERTAD1,19,40421589,40425992
29951,PDZRN4,12,41188320,41574745
29952,DPP7,9,137110546,137118306
29953,TRHDE,12,72087266,72670758
29954,POMT2,14,77274956,77320883
29956,CERS2,1,150965186,150974835
29957,SLC25A24,1,108134043,108200343
