,Gene/Region,"HGNC/Dosage ID",Cytoband,GRCh37,GRCh38,"HI Score","Haplo Disease","Haplo Disease ID","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,CSMD1,HGNC:14026,8p23.2,8:2792883-4852436,8:2935361-4994914,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,47.53,1,0.21,10/24/2018
G,CSNK2A1,HGNC:2457,20p13,20:453142-524434,20:472498-543790,"2 (Emerging Evidence)","syndromic intellectual disability",MONDO:0000508,"0 (No Evidence)",'-,'-,,,2.89,0.99,0.3,09/27/2022
G,CSPP1,HGNC:26193,8q13.1-q13.2,8:67976603-68108849,8:67064368-67196614,"30 (Autosomal Recessive)","Joubert syndrome 21",MONDO:0014288,"0 (No Evidence)",'-,'-,,,45.84,0,0.93,08/22/2016
G,CSTB,HGNC:2482,21q22.3,21:45193831-45196189,21:43773950-43776308,"30 (Autosomal Recessive)","Unverricht-Lundborg syndrome",MONDO:0009698,"0 (No Evidence)",'-,'-,,,86.14,0.01,1.85,08/22/2016
G,CTC1,HGNC:26169,17p13.1,17:8128133-8151374,17:8224815-8248056,"30 (Autosomal Recessive)","cerebroretinal microangiopathy with calcifications and cysts 1",MONDO:0024564,"0 (No Evidence)",'-,'-,,,69.4,0,0.63,10/08/2019
G,CTCF,HGNC:13723,16q22.1,16:67596429-67673088,16:67562526-67639185,"3 (Sufficient Evidence)","syndromic intellectual disability",MONDO:0000508,"0 (No Evidence)",'-,'-,,,2.59,1,0.15,09/22/2021
G,CTDP1,HGNC:2498,18q23,18:77439803-77516625,18:79676768-79756625,"30 (Autosomal Recessive)","congenital cataracts-facial dysmorphism-neuropathy syndrome",MONDO:0011402,"Not Yet Evaluated",'-,'-,,,76.13,0,0.53,08/22/2016
G,CTH,HGNC:2501,1p31.1,1:70876951-70905534,1:70411268-70439851,"30 (Autosomal Recessive)",cystathioninuria,MONDO:0009058,"0 (No Evidence)",'-,'-,,,52.82,0,0.96,08/22/2016
G,CTNNA1,HGNC:2509,5q31.2,5:138089114-138270723,5:138753425-138935034,"3 (Sufficient Evidence)","hereditary gastric cancer",MONDO:0018502,"0 (No Evidence)",'-,'-,,,2.28,0.97,0.31,10/12/2022
G,CTNNA3,HGNC:2511,10q21.3,10:67672281-69455953,10:65912523-67763594,"0 (No Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,2.58,0,0.85,10/24/2018
G,CTNNB1,HGNC:2514,3p22.1,3:41240996-41281934,3:41199505-41240443,"3 (Sufficient Evidence)","severe intellectual disability-progressive spastic diplegia syndrome",MONDO:0014035,"0 (No Evidence)",'-,'-,,,0.18,1,0.13,11/22/2017
G,CTNND2,HGNC:2516,5p15.2,5:10971948-11904558,5:10971836-11904446,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,5.83,1,0.1,10/12/2021
G,CTNS,HGNC:2518,17p13.2,17:3539753-3566397,17:3636459-3663103,"30 (Autosomal Recessive)","nephropathic cystinosis",MONDO:0100151,"0 (No Evidence)",'-,'-,,,58.83,0,0.8,08/22/2012
G,CTSB,HGNC:2527,8p23.1,8:11700033-11725596,8:11842524-11868087,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,36.44,0,1.33,02/08/2012
G,CUBN,HGNC:2548,10p13,10:16865965-17171810,10:16823966-17129811,"30 (Autosomal Recessive)","Imerslund-Grasbeck syndrome type 1",MONDO:0100156,"0 (No Evidence)",'-,'-,,,67.86,0,0.65,08/22/2016
G,CUL3,HGNC:2553,2q36.2,2:225334867-225450080,2:224470150-224585363,"3 (Sufficient Evidence)","neurodevelopmental disorder with or without autism or seizures",MONDO:0030994,"0 (No Evidence)",'-,'-,,,4.57,1,0.23,01/24/2018
G,CUL4B,HGNC:2555,Xq24,X:119657713-119709387,X:120523858-120575532,"3 (Sufficient Evidence)","X-linked intellectual disability, Cabezas type",MONDO:0010306,"0 (No Evidence)",'-,'-,,,8.31,1,0.09,02/09/2021
G,CYB5A,HGNC:2570,18q22.3,18:71918081-71959198,18:74250846-74291963,"30 (Autosomal Recessive)","methemoglobinemia type 4",MONDO:0009605,"0 (No Evidence)",'-,'-,,,56.3,0,1.43,08/22/2016
G,CYBB,HGNC:2578,Xp21.1-p11.4,X:37639312-37672714,X:37780059-37813461,"3 (Sufficient Evidence)","granulomatous disease, chronic, X-linked",MONDO:0010600,"0 (No Evidence)",'-,'-,,,10.63,1,0.19,05/27/2020
G,CYLD,HGNC:2584,16q12.1,16:50775997-50835846,16:50742086-50801935,"3 (Sufficient Evidence)","Brooke-Spiegler syndrome",MONDO:0011512,"0 (No Evidence)",'-,'-,,,2.21,1,0.2,02/10/2021
G,CYP21A2,HGNC:2600,6p21.33,6:32006192-32009421,6:32038415-32041644,"30 (Autosomal Recessive)","classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency",MONDO:0008728,"0 (No Evidence)",'-,'-,,,65.79,0,0.82,07/06/2012
G,CYP24A1,HGNC:2602,20q13.2,20:52769985-52790525,20:54143538-54173986,"30 (Autosomal Recessive)","hypercalcemia, infantile, 1",MONDO:0020739,"Not Yet Evaluated",'-,'-,,,56.17,0,1.54,08/22/2016
G,CYP27A1,HGNC:2605,2q35,2:219646870-219680016,2:218782147-218815293,"30 (Autosomal Recessive)","cerebrotendinous xanthomatosis",MONDO:0008948,"Not Yet Evaluated",'-,'-,,,64.32,0,1.38,08/22/2016
G,CYP3A43,HGNC:17450,7q22.1,7:99425636-99463716,7:99828013-99866093,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,35.98,0,1.11,02/02/2021
G,CYP4F22,HGNC:26820,19p13.12,19:15619336-15663128,19:15508525-15552317,"30 (Autosomal Recessive)","autosomal recessive congenital ichthyosis 5",MONDO:0011485,"Not Yet Evaluated",'-,'-,,,70.99,0,0.78,08/22/2016
G,CYP4V2,HGNC:23198,4q35.1-q35.2,4:187112721-187134617,4:186191567-186213463,"30 (Autosomal Recessive)","Bietti crystalline corneoretinal dystrophy",MONDO:0008865,"Not Yet Evaluated",'-,'-,,,70.46,0,1.03,08/22/2016
G,D2HGDH,HGNC:28358,2q37.3,2:242674045-242708226,2:241734630-241768811,"30 (Autosomal Recessive)","D-2-hydroxyglutaric aciduria 1",MONDO:0024554,"Not Yet Evaluated",'-,'-,,,73.35,0.05,0.58,08/22/2016
G,DARS2,HGNC:25538,1q25.1,1:173793811-173827684,1:173824673-173858546,"30 (Autosomal Recessive)","leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome",MONDO:0012622,"0 (No Evidence)",'-,'-,,,28.68,0,0.92,08/22/2016
G,DAZ1,HGNC:2682,Yq11.223,Y:25275502-25345241,Y:23129355-23199094,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,76.54,‐,‐,10/17/2012
G,DBH,HGNC:2689,9q34.2,9:136501485-136524451,9:133636363-133659329,"30 (Autosomal Recessive)","orthostatic hypotension 1",MONDO:0009123,"0 (No Evidence)",'-,'-,,,53.24,0,1.01,08/22/2016
G,DBT,HGNC:2698,1p21.2,1:100652475-100715390,1:100186919-100249834,"30 (Autosomal Recessive)","maple syrup urine disease",MONDO:0009563,"Not Yet Evaluated",'-,'-,,,14.95,0,0.82,08/22/2016
G,DCHS1,HGNC:13681,11p15.4,11:6642561-6677040,11:6621330-6655809,"1 (Little Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,44.76,1,0.24,08/31/2018
G,DCLRE1C,HGNC:17642,10p13,10:14939358-14996431,10:14897359-14954432,"30 (Autosomal Recessive)","severe combined immunodeficiency due to DCLRE1C deficiency",MONDO:0011225,"0 (No Evidence)",'-,'-,,,58.59,0,0.71,08/22/2016
G,DCX,HGNC:2714,Xq23,X:110537007-110655420,X:111293779-111412192,"3 (Sufficient Evidence)","lissencephaly type 1 due to doublecortin gene mutation",MONDO:0010239,"0 (No Evidence)",'-,'-,,,1.65,0.3,0.62,07/06/2012
G,DCXR,HGNC:18985,17q25.3,17:79993734-79995573,17:82035858-82037697,"30 (Autosomal Recessive)",pentosuria,MONDO:0009846,"0 (No Evidence)",'-,'-,,,66.61,0,1.49,08/22/2016
G,DDB2,HGNC:2718,11p11.2,11:47236525-47260768,11:47214454-47239217,"30 (Autosomal Recessive)","xeroderma pigmentosum group E",MONDO:0010213,"0 (No Evidence)",'-,'-,,,26.33,0,0.85,08/22/2016
G,DDHD1,HGNC:19714,14q22.1,14:53503473-53620041,14:53036755-53153323,"30 (Autosomal Recessive)","hereditary spastic paraplegia 28",MONDO:0012256,"0 (No Evidence)",'-,'-,,,40.86,0.9,0.34,09/25/2014
G,DDOST,HGNC:2728,1p36.12,1:20978270-20987862,1:20651777-20661369,"30 (Autosomal Recessive)","DDOST-congenital disorder of glycosylation",MONDO:0013789,"0 (No Evidence)",'-,'-,,,29.71,0,0.73,08/22/2016
G,DDX3X,HGNC:2745,Xp11.4,X:41192561-41223725,X:41333308-41364472,"3 (Sufficient Evidence)","intellectual disability, X-linked 102",MONDO:0010497,"0 (No Evidence)",'-,'-,,,12.73,1,0.12,11/22/2017
G,DDX41,HGNC:18674,5q35.3,5:176938578-176943962,5:177511577-177516961,"3 (Sufficient Evidence)","DDX41-related hematologic malignancy predisposition syndrome",MONDO:0014809,"0 (No Evidence)",'-,'-,,,25.66,0,0.74,02/09/2022
G,DGKE,HGNC:2852,17q22,17:54911512-54946928,17:56834151-56869567,"30 (Autosomal Recessive)","immunoglobulin-mediated membranoproliferative glomerulonephritis",MONDO:0014005,"0 (No Evidence)",'-,'-,,,44.28,0,0.71,08/22/2016
G,DGUOK,HGNC:2858,2p13.1,2:74154007-74186073,2:73926880-73958946,"30 (Autosomal Recessive)","mitochondrial DNA depletion syndrome 3 (hepatocerebral type)",MONDO:0009636,"Not Yet Evaluated",'-,'-,,,54.68,0,1.19,08/22/2016
G,DHCR7,HGNC:2860,11q13.4,11:71145457-71159439,11:71434411-71448393,"30 (Autosomal Recessive)","Smith-Lemli-Opitz syndrome",MONDO:0010035,"0 (No Evidence)",'-,'-,,,54.8,0,1.35,04/04/2012
G,DHODH,HGNC:2867,16q22.2,16:72042643-72061558,16:72008744-72027659,"30 (Autosomal Recessive)","postaxial acrofacial dysostosis",MONDO:0009903,"0 (No Evidence)",'-,'-,,,25.78,0,0.78,08/22/2016
G,DHX57,HGNC:20086,2p22.1,2:39024871-39103075,2:38797729-38875934,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,46.62,0,0.68,06/28/2018
G,DICER1,HGNC:17098,14q32.13,14:95552565-95624347,14:95086228-95158010,"3 (Sufficient Evidence)","DICER1-related tumor predisposition",MONDO:0100216,"0 (No Evidence)",'-,'-,,,1.99,1,0.17,02/09/2022
G,DIP2A,HGNC:17217,21q22.3,21:47878804-47991139,21:46458891-46583871,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,58.86,0.11,0.35,01/23/2019
G,DIRAS3,HGNC:687,1p31.3,1:68511569-68517314,1:68045962-68050627,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,90.89,0,0,10/19/2011
G,DIS3L2,HGNC:28648,2q37.1,2:232826423-233209060,2:231961713-232344350,"1 (Little Evidence)","Perlman syndrome",MONDO:0009965,"0 (No Evidence)",'-,'-,,,37.78,0.94,0.33,10/14/2020
G,DISC1,HGNC:2888,1q42.2,1:231762536-232177018,1:231626790-232041272,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,81.6,0,0.79,03/06/2012
G,DISP1,HGNC:19711,1q41,1:222988381-223179337,1:222815039-223005995,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,49.82,0,0.6,07/06/2012
G,DKC1,HGNC:2890,Xq28,X:153991139-154005964,X:154762864-154777689,"1 (Little Evidence)","DKC1-related disorder",MONDO:0100152,"0 (No Evidence)",'-,'-,,,6.32,1,0.19,06/14/2023
G,DLG2,HGNC:2901,11q14.1,11:83166055-85339417,11:83455012-85628373,"1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,1.29,0.71,0.34,11/28/2018
G,DLG3,HGNC:2902,Xq13.1,X:69664685-69725340,X:70444835-70505490,"2 (Emerging Evidence)","intellectual disability, X-linked 90",MONDO:0010452,"0 (No Evidence)",'-,'-,,,14.46,1,0.09,11/21/2019
G,DLG4,HGNC:2903,17p13.1,17:7090506-7123369,17:7187187-7220050,"3 (Sufficient Evidence)","complex neurodevelopmental disorder",MONDO:0100038,"0 (No Evidence)",'-,'-,,,27.2,1,0.24,10/10/2023
G,DLGAP2,HGNC:2906,8p23.3,8:687628-1656642,8:737628-1708476,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,58.64,1,0.2,03/22/2012
G,DLK1,HGNC:2907,14q32.2,14:101193229-101204561,14:100726892-100738224,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,24.61,0.03,0.71,04/28/2012
R,"DLK1-MEG3 Intergenic DMR",ISCA-37447,14q32.2,14:101191391-101294616,14:100725054-100828279,"1 (Little Evidence)","paternal uniparental disomy of chromosome 14",MONDO:0011975,"0 (No Evidence)",'-,'-,,,‐,‐,‐,05/10/2012
G,DLL1,HGNC:2908,6q27,6:170591294-170600166,6:170282206-170291078,"3 (Sufficient Evidence)","neurodevelopmental disorder with nonspecific brain abnormalities and with or without seizures",MONDO:0032877,"0 (No Evidence)",'-,'-,,,4.66,1,0.1,03/09/2021
G,DLX1,HGNC:2914,2q31.1,2:172950235-172954402,2:172085507-172089674,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,1.08,0.96,0.29,03/30/2012
G,DLX2,HGNC:2915,2q31.1,2:172964166-172967628,2:172099438-172102900,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,19.55,0.98,0.25,01/19/2012
G,DLX5,HGNC:2918,7q21.3,7:96649708-96654143,7:97020396-97024831,"0 (No Evidence)","split hand-foot malformation 1 with sensorineural hearing loss",MONDO:0009080,"0 (No Evidence)",'-,'-,,,0.99,0.22,0.68,05/14/2012
G,DLX6,HGNC:2919,7q21.3,7:96634865-96640352,7:97005553-97011040,"0 (No Evidence)","split hand-foot malformation 1 with sensorineural hearing loss",MONDO:0009080,"0 (No Evidence)",'-,'-,,,3.97,0.92,0.38,05/14/2012
G,DMD,HGNC:2928,Xp21.2-p21.1,X:31137339-33357505,X:31119222-33339388,"3 (Sufficient Evidence)","Duchenne muscular dystrophy",MONDO:0010679,"0 (No Evidence)",'-,'-,,,0.27,1,0.15,11/20/2019
G,DMP1,HGNC:2932,4q22.1,4:88571432-88585509,4:87650280-87664357,"30 (Autosomal Recessive)","hypophosphatemic rickets, autosomal recessive, 1",MONDO:0009430,"Not Yet Evaluated",'-,'-,,,81.24,0,1.14,08/22/2016
G,DMRT1,HGNC:2934,9p24.3,9:841697-969090,9:841697-969090,"1 (Little Evidence)","disorder of sexual differentiation",MONDO:0002145,"0 (No Evidence)",'-,'-,,,18.6,0.74,0.48,11/10/2023
G,DMRT2,HGNC:2935,9p24.3,9:1050357-1057552,9:1050357-1057552,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,53.86,0.01,0.76,08/22/2012
G,DMXL2,HGNC:2938,15q21.2,15:51739988-51914968,15:51447791-51622771,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,41.6,1,0.16,04/04/2012
G,DNAAF1,HGNC:30539,16q24.1,16:84178913-84211526,16:84145308-84177920,"30 (Autosomal Recessive)","primary ciliary dyskinesia 13",MONDO:0013174,"0 (No Evidence)",'-,'-,,,98.51,0,1,08/22/2016
G,DNAAF11,HGNC:16725,8q24.22,8:133582664-133687791,8:132570416-132702913,"30 (Autosomal Recessive)","primary ciliary dyskinesia 19",MONDO:0013979,"Not Yet Evaluated",'-,'-,,,66.48,0,1.08,08/22/2016
G,DNAH11,HGNC:2942,7p15.3,7:21582657-21941457,7:21543039-21901839,"30 (Autosomal Recessive)","primary ciliary dyskinesia 7",MONDO:0012748,"0 (No Evidence)",'-,'-,,,21.9,0,0.67,08/22/2016
G,DNAH5,HGNC:2950,5p15.2,5:13690437-13944797,5:13690328-14011818,"30 (Autosomal Recessive)","primary ciliary dyskinesia 3",MONDO:0012085,"0 (No Evidence)",'-,'-,,,32.91,0,0.7,08/22/2016
G,DNAI1,HGNC:2954,9p13.3,9:34458803-34520982,9:34458805-34520984,"30 (Autosomal Recessive)","primary ciliary dyskinesia 1",MONDO:0009484,"0 (No Evidence)",'-,'-,,,11.63,0,0.73,08/22/2016
G,DNAI2,HGNC:18744,17q25.1,17:72270373-72311023,17:74274234-74314884,"30 (Autosomal Recessive)","primary ciliary dyskinesia 9",MONDO:0012906,"0 (No Evidence)",'-,'-,,,64.18,0,0.98,08/22/2016
G,DNAJB6,HGNC:14888,7q36.3,7:157129698-157210133,7:157337004-157417439,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,47.78,0.85,0.4,10/29/2012
G,DNAJC21,HGNC:27030,5p13.2,5:34929664-34959069,5:34929559-34958964,"1 (Little Evidence)","bone marrow failure syndrome 3",MONDO:0014887,"0 (No Evidence)",'-,'-,,,49.28,0,0.72,10/14/2020
G,DNAJC28,HGNC:1297,21q22.11,21:34860362-34864023,21:33488055-33491716,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,63.77,0,1.39,02/02/2021
G,DNAJC6,HGNC:15469,1p31.3,1:65730432-65881554,1:65264749-65415871,"30 (Autosomal Recessive)","juvenile onset Parkinson disease 19A",MONDO:0014231,"0 (No Evidence)",'-,'-,,,34.73,1,0.22,08/22/2016
G,DNASE1,HGNC:2956,16p13.3,16:3661761-3715462,16:3611760-3665461,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,65.82,0,1.95,02/22/2012
G,DNM1,HGNC:2972,9q34.11,9:130965658-131017523,9:128203379-128255244,"30 (Autosomal Recessive)","developmental and epileptic encephalopathy",MONDO:0100062,"0 (No Evidence)",'-,'-,,,13.49,1,0.25,08/08/2023
G,DNMT3A,HGNC:2978,2p23.3,2:25450743-25565459,2:25227874-25342590,"1 (Little Evidence)","Tatton-Brown-Rahman overgrowth syndrome",MONDO:0014382,"0 (No Evidence)",'-,'-,,,3.99,0,1.58,04/29/2018
G,DOCK7,HGNC:19190,1p31.3,1:62920397-63154057,1:62454726-62688386,"30 (Autosomal Recessive)","developmental and epileptic encephalopathy, 23",MONDO:0014371,"0 (No Evidence)",'-,'-,,,28.59,0,0.38,08/22/2016
G,DOCK8,HGNC:19191,9p24.3,9:214865-465255,9:211257-465255,"30 (Autosomal Recessive)","combined immunodeficiency due to DOCK8 deficiency",MONDO:0009478,"0 (No Evidence)",'-,'-,,,35.69,0,0.48,06/14/2023
G,DOK7,HGNC:26594,4p16.3,4:3465033-3503209,4:3463306-3501482,"30 (Autosomal Recessive)","congenital myasthenic syndrome 10",MONDO:0009690,"Not Yet Evaluated",'-,'-,,,75.35,0,0.93,08/22/2016
G,DPAGT1,HGNC:2995,11q23.3,11:118967220-118972563,11:119093874-119101853,"30 (Autosomal Recessive)","congenital disorder of glycosylation",MONDO:0015286,"0 (No Evidence)",'-,'-,,,14.87,0,1.08,08/22/2016
G,DPM1,HGNC:3005,20q13.13,20:49551392-49575101,20:50934855-50958564,"30 (Autosomal Recessive)","congenital disorder of glycosylation type 1E",MONDO:0012123,"0 (No Evidence)",'-,'-,,,19.24,0,0.87,08/22/2016
G,DPM3,HGNC:3007,1q22,1:155112367-155113007,1:155139891-155140531,"30 (Autosomal Recessive)","DPM3-congenital disorder of glycosylation",MONDO:0013049,"0 (No Evidence)",'-,'-,,,53.99,0.23,1.4,04/09/2015
G,DPP6,HGNC:3010,7q36.2,7:153445218-154685995,7:153748133-154894285,"1 (Little Evidence)","intellectual disability, autosomal dominant 33",MONDO:0014580,"0 (No Evidence)",'-,'-,,,42.27,0.34,0.38,06/26/2019
G,DPYD,HGNC:3012,1p21.3,1:97543299-98386615,1:97077743-97921059,"30 (Autosomal Recessive)","dihydropyrimidine dehydrogenase deficiency",MONDO:0010130,"0 (No Evidence)",'-,'-,,,1.82,0,1.01,01/24/2018
G,DPYS,HGNC:3013,8q22.3,8:105391659-105479283,8:104379431-104467055,"30 (Autosomal Recessive)",dihydropyrimidinuria,MONDO:0009111,"Not Yet Evaluated",'-,'-,,,50.47,0,1.17,08/22/2016
G,DRD5,HGNC:3026,4p16.1,4:9783258-9785633,4:9781634-9784009,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,48.72,0,1.94,05/15/2012
G,DSC2,HGNC:3036,18q12.1,18:28638806-28682384,18:31058840-31102421,"2 (Emerging Evidence)","arrhythmogenic right ventricular dysplasia 11",MONDO:0012506,"0 (No Evidence)",'-,'-,,,70.44,0,0.69,01/14/2016
G,DSC3,HGNC:3037,18q12.1,18:28569331-28622708,18:30989365-31042742,"30 (Autosomal Recessive)","hereditary hypotrichosis with recurrent skin vesicles",MONDO:0013136,"Not Yet Evaluated",'-,'-,,,29.87,0,1.2,08/22/2016
G,DSCAM,HGNC:3039,21q22.2,21:41382926-42219084,21:40010999-40847158,"2 (Emerging Evidence)","autism spectrum disorder",MONDO:0005258,"0 (No Evidence)",'-,'-,,,11.07,1,0.19,10/10/2023
G,DSE,HGNC:21144,6q22.1,6:116575334-116766024,6:116254171-116444861,"30 (Autosomal Recessive)","Ehlers-Danlos syndrome, musculocontractural type 2",MONDO:0014236,"Not Yet Evaluated",'-,'-,,,5.23,0.63,0.38,08/22/2016
G,DSG2,HGNC:3049,18q12.1,18:29078140-29128971,18:31498177-31549008,"2 (Emerging Evidence)","arrhythmogenic right ventricular dysplasia 10",MONDO:0012434,"0 (No Evidence)",'-,'-,,,62.78,0,0.79,12/13/2022
G,DSG4,HGNC:21307,18q12.1,18:28956740-28994872,18:31376777-31414909,"30 (Autosomal Recessive)","hypotrichosis 6",MONDO:0011932,"0 (No Evidence)",'-,'-,,,47.44,0,0.82,08/22/2016
G,DSP,HGNC:3052,6p24.3,6:7541904-7586947,6:7541671-7586714,"3 (Sufficient Evidence)","dilated cardiomyopathy",MONDO:0005021,"0 (No Evidence)",'-,'-,,,12.87,1,0.26,10/12/2021
G,DSPP,HGNC:3054,4q22.1,4:88529681-88538025,4:87608529-87616873,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,61.42,0,1.17,03/27/2013
G,DYM,HGNC:21317,18q21.1,18:46562757-46987015,18:49036387-49460645,"30 (Autosomal Recessive)","spondyloepiphyseal dysplasia",MONDO:0016761,"0 (No Evidence)",'-,'-,,,20.38,0,0.91,02/23/2012
G,DYNC1H1,HGNC:2961,14q32.31,14:102430910-102522780,14:101964573-102056443,"0 (No Evidence)","distal hereditary motor neuropathy",MONDO:0018894,"0 (No Evidence)",'-,'-,,,28.69,1,0.08,11/14/2023
G,DYNC2H1,HGNC:2962,11q22.3,11:102980155-103350591,11:103109426-103479863,"30 (Autosomal Recessive)","asphyxiating thoracic dystrophy 3",MONDO:0013127,"Not Yet Evaluated",'-,'-,,,29.66,0,0.58,08/22/2016
G,DYNC2I1,HGNC:21862,7q36.3,7:158631936-158738880,7:158839245-158958698,"30 (Autosomal Recessive)","short-rib thoracic dysplasia 8 with or without polydactyly",MONDO:0014214,"Not Yet Evaluated",'-,'-,,,89.69,0,0.67,08/22/2016
G,DYRK1A,HGNC:3091,21q22.13,21:38737875-38898660,21:37365573-37526358,"3 (Sufficient Evidence)","DYRK1A-related intellectual disability syndrome",MONDO:0013578,"0 (No Evidence)",'-,'-,,,3.69,1,0.21,12/16/2020
G,EARS2,HGNC:29419,16p12.2,16:23532075-23568696,16:23520754-23557375,"30 (Autosomal Recessive)","leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome",MONDO:0013971,"0 (No Evidence)",'-,'-,,,49.25,0,1.02,08/22/2016
G,EBF3,HGNC:19087,10q26.3,10:131633497-131762538,10:129835233-129964274,"3 (Sufficient Evidence)","hypotonia, ataxia, and delayed development syndrome",MONDO:0015021,"0 (No Evidence)",'-,'-,,,3.89,1,0.15,12/06/2023
G,EBP,HGNC:3133,Xp11.23,X:48380196-48387104,X:48521808-48528716,"3 (Sufficient Evidence)","X-linked chondrodysplasia punctata 2",MONDO:0020603,"0 (No Evidence)",'-,'-,,,58.58,0.94,0.34,01/22/2020
G,EDA,HGNC:3157,Xq13.1,X:68835957-69259322,X:69616113-70039472,"3 (Sufficient Evidence)","X-linked hypohidrotic ectodermal dysplasia",MONDO:0010585,"0 (No Evidence)",'-,'-,,,2.43,0.97,0.27,01/25/2023
G,EDNRB,HGNC:3180,13q22.3,13:78469616-78549662,13:77895481-77975527,"1 (Little Evidence)","Waardenburg syndrome type 4A",MONDO:0010192,"0 (No Evidence)",'-,'-,,,5.87,0.01,0.59,02/07/2022
G,EEF1A2,HGNC:3192,20q13.33,20:62119367-62130436,20:63488014-63499083,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,36.29,1,0.19,06/13/2023
G,EFCAB13,HGNC:26864,17q21.32,17:45401321-45518678,17:47323955-47441312,"40 (Dosage Sensitivity Unlikely)",'-,'-,"0 (No Evidence)",'-,'-,,,86.7,0,1.37,02/02/2021
G,EFL1,HGNC:25789,15q25.2,15:82422574-82555075,15:82130233-82262734,"30 (Autosomal Recessive)","Shwachman-Diamond syndrome",MONDO:0009833,"Not Yet Evaluated",'-,'-,,,67.96,0,0.56,04/13/2022
G,EFNB1,HGNC:3226,Xq13.1,X:68048864-68062003,X:68829021-68842160,"3 (Sufficient Evidence)","craniofrontonasal syndrome",MONDO:0010570,"1 (Little Evidence)",'-,'-,,,5.79,0.93,0.35,07/26/2012
G,EFTUD2,HGNC:30858,17q21.31,17:42927316-42976813,17:44849948-44899445,"3 (Sufficient Evidence)","mandibulofacial dysostosis-microcephaly syndrome",MONDO:0012516,"0 (No Evidence)",'-,'-,,,24.19,1,0.09,05/23/2013
G,EGFR,HGNC:3236,7p11.2,7:55086710-55279321,7:55019017-55211628,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,0.3,0.37,0.35,05/11/2022
G,EGR2,HGNC:3239,10q21.3,10:64571756-64578927,10:62811996-62819167,"0 (No Evidence)",'-,'-,"0 (No Evidence)",'-,'-,,,6.85,0.5,0.6,11/28/2011
G,EHMT1,HGNC:24650,9q34.3,9:140513457-140730579,9:137619005-137836127,"3 (Sufficient Evidence)","Kleefstra syndrome 1",MONDO:0027407,"1 (Little Evidence)",'-,'-,,,62.96,1,0.07,07/06/2012
G,EIF2AK3,HGNC:3255,2p11.2,2:88856259-88926982,2:88556741-88628145,"30 (Autosomal Recessive)","Wolcott-Rallison syndrome",MONDO:0009192,"Not Yet Evaluated",'-,'-,,,4.63,0,0.45,08/22/2016
G,EIF2B1,HGNC:3257,12q24.31,12:124104953-124118233,12:123620406-123633686,"30 (Autosomal Recessive)","syndromic complex neurodevelopmental disorder",MONDO:0800439,"Not Yet Evaluated",'-,'-,,,49.37,0,0.98,08/22/2016
G,EIF2B3,HGNC:3259,1p34.1,1:45316194-45452267,1:44850522-44986595,"30 (Autosomal Recessive)","syndromic complex neurodevelopmental disorder",MONDO:0800439,"0 (No Evidence)",'-,'-,,,14.41,0.57,0.43,08/22/2016
